Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot] (Sqd4),Grenadier Battle Armor (Hunter-Killer),[SVSP/Magshot] (Sqd4),Ambusher,16,291,BA,1,2,"4""f",4,2,0,0,1,2,"CAR4,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,6741
Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot] (Sqd5),Grenadier Battle Armor (Hunter-Killer),[SVSP/Magshot] (Sqd5),Ambusher,18,391,BA,1,2,"4""f",4,2,0,0,2,2,"CAR5,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8796
Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot] (Sqd6),Grenadier Battle Armor (Hunter-Killer),[SVSP/Magshot] (Sqd6),Ambusher,20,503,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,9159
Grenadier Battle Armor [Heavy Flamer/Heavy Flamer] (Sqd4),Grenadier Battle Armor,[Heavy Flamer/Heavy Flamer] (Sqd4),Ambusher,19,260,BA,1,2,"4""f",3,3,0,0,1,2,"CAR4,HT2/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,6739
Grenadier Battle Armor [Heavy Flamer/Heavy Flamer] (Sqd5),Grenadier Battle Armor,[Heavy Flamer/Heavy Flamer] (Sqd5),Ambusher,21,350,BA,1,2,"4""f",3,3,0,0,2,2,"CAR5,HT2/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8794
Grenadier Battle Armor [Heavy Flamer/Heavy Flamer] (Sqd6),Grenadier Battle Armor,[Heavy Flamer/Heavy Flamer] (Sqd6),Ambusher,24,450,BA,1,2,"4""f",4,4,0,0,2,2,"CAR6,HT2/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,9157
Grenadier Battle Armor [SRM/Flamer] (Sqd4),Grenadier Battle Armor,[SRM/Flamer] (Sqd4),Ambusher,16,312,BA,1,2,"4""f",3,2,0,0,1,2,"CAR4,HT1/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4241
Grenadier Battle Armor [SRM/Flamer] (Sqd5),Grenadier Battle Armor,[SRM/Flamer] (Sqd5),Ambusher,18,420,BA,1,2,"4""f",3,2,0,0,2,2,"CAR5,HT1/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8629
Grenadier Battle Armor [SRM/Flamer] (Sqd6),Grenadier Battle Armor,[SRM/Flamer] (Sqd6),Ambusher,21,541,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,HT1/-/-,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8993
Grenadier Battle Armor [SRM/LRR] (Sqd4),Grenadier Battle Armor,[SRM/LRR] (Sqd4),Ambusher,17,336,BA,1,2,"4""f",3,3,0,0,1,2,"CAR4,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4242
Grenadier Battle Armor [SRM/LRR] (Sqd5),Grenadier Battle Armor,[SRM/LRR] (Sqd5),Ambusher,19,452,BA,1,2,"4""f",3,3,0,0,2,2,"CAR5,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8630
Grenadier Battle Armor [SRM/LRR] (Sqd6),Grenadier Battle Armor,[SRM/LRR] (Sqd6),Ambusher,20,581,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8994
Grenadier Battle Armor [SRM/MagShot] (Sqd4),Grenadier Battle Armor,[SRM/MagShot] (Sqd4),Ambusher,17,346,BA,1,2,"4""f",3,3,0,0,1,2,"CAR4,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4243
Grenadier Battle Armor [SRM/MagShot] (Sqd5),Grenadier Battle Armor,[SRM/MagShot] (Sqd5),Ambusher,19,466,BA,1,2,"4""f",3,3,0,0,2,2,"CAR5,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8631
Grenadier Battle Armor [SRM/MagShot] (Sqd6),Grenadier Battle Armor,[SRM/MagShot] (Sqd6),Ambusher,20,599,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8995
Grenadier Battle Armor [SRM/SL] (Sqd4),Grenadier Battle Armor,[SRM/SL] (Sqd4),Ambusher,15,326,BA,1,2,"4""f",3,2,0,0,1,2,"CAR4,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4244
Grenadier Battle Armor [SRM/SL] (Sqd5),Grenadier Battle Armor,[SRM/SL] (Sqd5),Ambusher,17,439,BA,1,2,"4""f",3,2,0,0,2,2,"CAR5,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8632
Grenadier Battle Armor [SRM/SL] (Sqd6),Grenadier Battle Armor,[SRM/SL] (Sqd6),Ambusher,20,564,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8996
Grenadier Battle Armor [SRM/TAG] (Sqd4),Grenadier Battle Armor,[SRM/TAG] (Sqd4),Ambusher,14,295,BA,1,2,"4""f",2,2,0,0,1,2,"CAR4,LTAG,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4245
Grenadier Battle Armor [SRM/TAG] (Sqd5),Grenadier Battle Armor,[SRM/TAG] (Sqd5),Ambusher,16,398,BA,1,2,"4""f",2,2,0,0,2,2,"CAR5,LTAG,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8633
Grenadier Battle Armor [SRM/TAG] (Sqd6),Grenadier Battle Armor,[SRM/TAG] (Sqd6),Ambusher,19,511,BA,1,2,"4""f",3,3,0,0,2,2,"CAR6,LTAG,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8997
Hauberk Battle Armor (Sqd4),Hauberk Battle Armor,(Sqd4),Missile Boat,13,363,BA,1,2,"2""f",2,1,1,0,1,2,"CAR4,IF1,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,4269
Hauberk Battle Armor (Sqd5),Hauberk Battle Armor,(Sqd5),Missile Boat,16,489,BA,1,2,"2""f",2,1,1,0,2,2,"CAR5,IF1,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,8635
Hauberk Battle Armor (Sqd6),Hauberk Battle Armor,(Sqd6),Missile Boat,19,629,BA,1,2,"2""f",2,2,2,0,2,2,"CAR6,IF1,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,8999
Hauberk Battle Armor Commando (Sqd4),Hauberk Battle Armor Commando,(Sqd4),Ambusher,22,387,BA,1,2,"4""f",3,3,0,0,1,2,"CAR4,MAS",https://i.ibb.co/YBC3dKj/hauberk-proto.png,4270
Hauberk Battle Armor Commando (Sqd5),Hauberk Battle Armor Commando,(Sqd5),Ambusher,26,520,BA,1,2,"4""f",3,3,0,0,2,2,"CAR5,MAS",https://i.ibb.co/YBC3dKj/hauberk-proto.png,8636
Hauberk Battle Armor Commando (Sqd6),Hauberk Battle Armor Commando,(Sqd6),Ambusher,29,669,BA,1,2,"4""f",4,4,0,0,2,2,"CAR6,MAS",https://i.ibb.co/YBC3dKj/hauberk-proto.png,9000
Hauberk Battle Armor U15 (Sqd4),Hauberk Battle Armor U15,(Sqd4),Ambusher,24,483,BA,1,2,"4""f",5,3,0,0,1,2,"CAR4,LECM,MAS",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,1419
Hauberk Battle Armor U15 (Sqd5),Hauberk Battle Armor U15,(Sqd5),Ambusher,28,650,BA,1,2,"4""f",5,3,0,0,2,2,"CAR5,LECM,MAS",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,8531
Hauberk Battle Armor U15 (Sqd6),Hauberk Battle Armor U15,(Sqd6),Ambusher,31,835,BA,1,2,"4""f",6,4,0,0,2,2,"CAR6,LECM,MAS",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,8895
Hauberk II Battle Armor (Sqd4),Hauberk II Battle Armor,(Sqd4),Ambusher,14,325,BA,1,2,"2""f",3,2,0,0,1,2,"CAR4,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,4271
Hauberk II Battle Armor (Sqd5),Hauberk II Battle Armor,(Sqd5),Ambusher,17,438,BA,1,2,"2""f",3,2,0,0,2,2,"CAR5,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,8637
Hauberk II Battle Armor (Sqd6),Hauberk II Battle Armor,(Sqd6),Ambusher,18,563,BA,1,2,"2""f",4,2,0,0,2,2,"CAR6,STL",https://i.ibb.co/9rQmRZJ/hauberk-3075.png,9001
Ironhold Assault Battle Armor (Anti-Tank) (Sqd4),Ironhold Assault Battle Armor,(Anti-Tank) (Sqd4),Juggernaut,19,447,BA,1,2,"2""f",3,3,0,0,2,2,"CAR4,FLK2/2/-,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,6742
Ironhold Assault Battle Armor (Anti-Tank) (Sqd5),Ironhold Assault Battle Armor,(Anti-Tank) (Sqd5),Juggernaut,19,601,BA,1,2,"2""f",3,3,0,0,2,2,"CAR5,FLK2/2/-,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,8797
Ironhold Assault Battle Armor (Anti-Tank) (Sqd6),Ironhold Assault Battle Armor,(Anti-Tank) (Sqd6),Juggernaut,21,773,BA,1,2,"2""f",3,3,0,0,3,2,"CAR6,FLK3/3/-,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,9160
Ironhold Assault Battle Armor (Fire) (Sqd4),Ironhold Assault Battle Armor,(Fire) (Sqd4),Juggernaut,25,562,BA,1,2,"2""f",5,5,0,0,2,2,"CAR4,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,1622
Ironhold Assault Battle Armor (Fire) (Sqd5),Ironhold Assault Battle Armor,(Fire) (Sqd5),Juggernaut,27,756,BA,1,2,"2""f",5,5,0,0,3,2,"CAR5,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,8538
Ironhold Assault Battle Armor (Fire) (Sqd6),Ironhold Assault Battle Armor,(Fire) (Sqd6),Juggernaut,30,973,BA,1,2,"2""f",6,6,0,0,3,2,"CAR6,FR",https://i.ibb.co/51WMm4K/ironhold-3085.png,8902
Ironhold Assault Battle Armor (Sqd4),Ironhold Assault Battle Armor,(Sqd4),Juggernaut,20,398,BA,1,2,"4""j",3,3,0,0,2,2,CAR4,https://i.ibb.co/51WMm4K/ironhold-3085.png,1623
Ironhold Assault Battle Armor (Sqd5),Ironhold Assault Battle Armor,(Sqd5),Juggernaut,22,536,BA,1,2,"4""j",3,3,0,0,3,2,CAR5,https://i.ibb.co/51WMm4K/ironhold-3085.png,8539
Ironhold Assault Battle Armor (Sqd6),Ironhold Assault Battle Armor,(Sqd6),Juggernaut,22,689,BA,1,2,"4""j",3,3,0,0,3,2,CAR6,https://i.ibb.co/51WMm4K/ironhold-3085.png,8903
"Kanazuchi Assault Battle Armor ""Cyclops"" (Sqd4)","Kanazuchi Assault Battle Armor ""Cyclops""",(Sqd4),Juggernaut,16,630,BA,1,2,"4""f",3,3,0,0,1,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,1739
"Kanazuchi Assault Battle Armor ""Cyclops"" (Sqd5)","Kanazuchi Assault Battle Armor ""Cyclops""",(Sqd5),Juggernaut,19,848,BA,1,2,"4""f",3,3,0,0,2,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8555
"Kanazuchi Assault Battle Armor ""Cyclops"" (Sqd6)","Kanazuchi Assault Battle Armor ""Cyclops""",(Sqd6),Juggernaut,22,1090,BA,1,2,"4""f",4,4,0,0,2,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8919
Kanazuchi Assault Battle Armor (Support) (Sqd4),Kanazuchi Assault Battle Armor (Support),(Sqd4),Juggernaut,15,365,BA,1,2,"2""",2,2,0,0,2,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8027
Kanazuchi Assault Battle Armor (Support) (Sqd5),Kanazuchi Assault Battle Armor (Support),(Sqd5),Juggernaut,17,491,BA,1,2,"2""",2,2,0,0,3,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,9532
Kanazuchi Assault Battle Armor (Support) (Sqd6),Kanazuchi Assault Battle Armor (Support),(Sqd6),Juggernaut,20,632,BA,1,2,"2""",3,3,0,0,3,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,9533
Kanazuchi Assault Battle Armor (Upgrade) [Battle Claw] (Sqd4),Kanazuchi Assault Battle Armor (Upgrade),[Battle Claw] (Sqd4),Juggernaut,16,350,BA,1,2,"2""f",3,2,0,0,2,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,1740
Kanazuchi Assault Battle Armor (Upgrade) [Battle Claw] (Sqd5),Kanazuchi Assault Battle Armor (Upgrade),[Battle Claw] (Sqd5),Juggernaut,18,471,BA,1,2,"2""f",3,2,0,0,3,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8556
Kanazuchi Assault Battle Armor (Upgrade) [Battle Claw] (Sqd6),Kanazuchi Assault Battle Armor (Upgrade),[Battle Claw] (Sqd6),Juggernaut,20,605,BA,1,2,"2""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8920
Kanazuchi Assault Battle Armor [Battle Claw] (Sqd4),Kanazuchi Assault Battle Armor,[Battle Claw] (Sqd4),Juggernaut,16,372,BA,1,2,"2""f",3,2,0,0,2,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,1741
Kanazuchi Assault Battle Armor [Battle Claw] (Sqd5),Kanazuchi Assault Battle Armor,[Battle Claw] (Sqd5),Juggernaut,18,501,BA,1,2,"2""f",3,2,0,0,3,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8557
Kanazuchi Assault Battle Armor [Battle Claw] (Sqd6),Kanazuchi Assault Battle Armor,[Battle Claw] (Sqd6),Juggernaut,20,644,BA,1,2,"2""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8921
Kanazuchi Assault Battle Armor [Industrial Drill] (Sqd4),Kanazuchi Assault Battle Armor,[Industrial Drill] (Sqd4),Juggernaut,16,372,BA,1,2,"2""f",3,2,0,0,2,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,1742
Kanazuchi Assault Battle Armor [Industrial Drill] (Sqd5),Kanazuchi Assault Battle Armor,[Industrial Drill] (Sqd5),Juggernaut,18,501,BA,1,2,"2""f",3,2,0,0,3,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8558
Kanazuchi Assault Battle Armor [Industrial Drill] (Sqd6),Kanazuchi Assault Battle Armor,[Industrial Drill] (Sqd6),Juggernaut,20,644,BA,1,2,"2""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8922
Kanazuchi Assault Battle Armor [Salvage Arm] (Sqd4),Kanazuchi Assault Battle Armor,[Salvage Arm] (Sqd4),Juggernaut,16,372,BA,1,2,"2""f",3,2,0,0,2,2,CAR4,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,1743
Kanazuchi Assault Battle Armor [Salvage Arm] (Sqd5),Kanazuchi Assault Battle Armor,[Salvage Arm] (Sqd5),Juggernaut,18,501,BA,1,2,"2""f",3,2,0,0,3,2,CAR5,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8559
Kanazuchi Assault Battle Armor [Salvage Arm] (Sqd6),Kanazuchi Assault Battle Armor,[Salvage Arm] (Sqd6),Juggernaut,20,644,BA,1,2,"2""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/n3XQJ3j/kanazuchi-3058u.png,8923
"Kopis Assault Battle Armor ""The Dark Alley"" (Sqd4)",Kopis Assault Battle Armor,"""The Dark Alley"" (Sqd4)",Ambusher,19,407,BA,1,2,"2""f",4,4,0,0,1,2,CAR4,https://i.ibb.co/GxVHwjJ/kopis-3085.png,1814
"Kopis Assault Battle Armor ""The Dark Alley"" (Sqd5)",Kopis Assault Battle Armor,"""The Dark Alley"" (Sqd5)",Ambusher,21,548,BA,1,2,"2""f",4,4,0,0,2,2,CAR5,https://i.ibb.co/GxVHwjJ/kopis-3085.png,8560
"Kopis Assault Battle Armor ""The Dark Alley"" (Sqd6)",Kopis Assault Battle Armor,"""The Dark Alley"" (Sqd6)",Ambusher,24,705,BA,1,2,"2""f",5,5,0,0,2,2,CAR6,https://i.ibb.co/GxVHwjJ/kopis-3085.png,8924
Kopis Assault Battle Armor (AI Mk II) (Sqd4),Kopis Assault Battle Armor,(AI Mk II) (Sqd4),Ambusher,18,289,BA,1,2,"2""f",3,3,0,0,1,2,"CAR4,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,6743
Kopis Assault Battle Armor (AI Mk II) (Sqd5),Kopis Assault Battle Armor,(AI Mk II) (Sqd5),Ambusher,20,389,BA,1,2,"2""f",3,3,0,0,2,2,"CAR5,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,8798
Kopis Assault Battle Armor (AI Mk II) (Sqd6),Kopis Assault Battle Armor,(AI Mk II) (Sqd6),Ambusher,21,501,BA,1,2,"2""f",4,3,0,0,2,2,"CAR6,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,9161
Kopis Assault Battle Armor (AI Mk IIr) (Sqd4),Kopis Assault Battle Armor,(AI Mk IIr) (Sqd4),Ambusher,18,330,BA,1,2,"2""f",3,3,0,0,1,2,"CAR4,RCA,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,6744
Kopis Assault Battle Armor (AI Mk IIr) (Sqd5),Kopis Assault Battle Armor,(AI Mk IIr) (Sqd5),Ambusher,20,444,BA,1,2,"2""f",3,3,0,0,2,2,"CAR5,RCA,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,8799
Kopis Assault Battle Armor (AI Mk IIr) (Sqd6),Kopis Assault Battle Armor,(AI Mk IIr) (Sqd6),Ambusher,21,570,BA,1,2,"2""f",4,3,0,0,2,2,"CAR6,RCA,RCN",https://i.ibb.co/GxVHwjJ/kopis-3085.png,9162
Kopis Assault Battle Armor (Anti-Infantry) (Sqd4),Kopis Assault Battle Armor,(Anti-Infantry) (Sqd4),Ambusher,18,298,BA,1,2,"2""f",4,3,0,0,1,2,"CAR4,HT1/-/-",https://i.ibb.co/GxVHwjJ/kopis-3085.png,1815
Kopis Assault Battle Armor (Anti-Infantry) (Sqd5),Kopis Assault Battle Armor,(Anti-Infantry) (Sqd5),Ambusher,20,401,BA,1,2,"2""f",4,3,0,0,2,2,"CAR5,HT1/-/-",https://i.ibb.co/GxVHwjJ/kopis-3085.png,8561
Kopis Assault Battle Armor (Anti-Infantry) (Sqd6),Kopis Assault Battle Armor,(Anti-Infantry) (Sqd6),Ambusher,21,515,BA,1,2,"2""f",5,3,0,0,2,2,"CAR6,HT1/-/-",https://i.ibb.co/GxVHwjJ/kopis-3085.png,8925
Kopis Assault Battle Armor (Mortar) (Sqd4),Kopis Assault Battle Armor,(Mortar) (Sqd4),Ambusher,15,301,BA,1,2,"2""f",2,3,0,0,1,2,"CAR4,RCA",https://i.ibb.co/GxVHwjJ/kopis-3085.png,6745
Kopis Assault Battle Armor (Mortar) (Sqd5),Kopis Assault Battle Armor,(Mortar) (Sqd5),Ambusher,17,406,BA,1,2,"2""f",2,3,0,0,2,2,"CAR5,RCA",https://i.ibb.co/GxVHwjJ/kopis-3085.png,8800
Kopis Assault Battle Armor (Mortar) (Sqd6),Kopis Assault Battle Armor,(Mortar) (Sqd6),Ambusher,18,522,BA,1,2,"2""f",3,3,0,0,2,2,"CAR6,RCA",https://i.ibb.co/GxVHwjJ/kopis-3085.png,9163
Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd4),Nephilim Assault Battle Armor (Capture Team),[HMG] (Sqd4),Juggernaut,21,383,BA,1,2,"4""f",2,0,0,0,2,2,"BTAS1,CAR4,IF0*,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4700
Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd5),Nephilim Assault Battle Armor (Capture Team),[HMG] (Sqd5),Juggernaut,25,516,BA,1,2,"4""f",2,0,0,0,3,2,"BTAS1,CAR5,IF0*,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8645
Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd6),Nephilim Assault Battle Armor (Capture Team),[HMG] (Sqd6),Juggernaut,25,663,BA,1,2,"4""f",2,0,0,0,3,2,"BTAS1,CAR6,IF0*,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9009
Nephilim Assault Battle Armor (Gauss) (Sqd4),Nephilim Assault Battle Armor (Gauss),(Sqd4),Juggernaut,23,424,BA,1,2,"4""f",2,2,0,0,2,2,"CAR4,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4702
Nephilim Assault Battle Armor (Gauss) (Sqd5),Nephilim Assault Battle Armor (Gauss),(Sqd5),Juggernaut,27,570,BA,1,2,"4""f",2,2,0,0,3,2,"CAR5,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8646
Nephilim Assault Battle Armor (Gauss) (Sqd6),Nephilim Assault Battle Armor (Gauss),(Sqd6),Juggernaut,30,733,BA,1,2,"4""f",3,3,0,0,3,2,"CAR6,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9010
Nephilim Assault Battle Armor (Narc) (Sqd4),Nephilim Assault Battle Armor (Narc),(Sqd4),Juggernaut,20,410,BA,1,2,"4""f",1,1,0,0,2,2,"CAR4,CNARC,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4703
Nephilim Assault Battle Armor (Narc) (Sqd5),Nephilim Assault Battle Armor (Narc),(Sqd5),Juggernaut,24,522,BA,1,2,"4""f",1,1,0,0,3,2,"CAR5,CNARC,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8647
Nephilim Assault Battle Armor (Narc) (Sqd6),Nephilim Assault Battle Armor (Narc),(Sqd6),Juggernaut,24,710,BA,1,2,"4""f",1,1,0,0,3,2,"CAR6,CNARC,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9011
Nephilim Assault Battle Armor (Seeker) [MG] (Sqd4),Nephilim Assault Battle Armor (Seeker),[MG] (Sqd4),Juggernaut,25,425,BA,1,2,"4""f",2,2,0,0,2,2,"CAR4,MAS,RCN,SRCH",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4704
Nephilim Assault Battle Armor (Seeker) [MG] (Sqd5),Nephilim Assault Battle Armor (Seeker),[MG] (Sqd5),Juggernaut,29,572,BA,1,2,"4""f",2,2,0,0,3,2,"CAR5,MAS,RCN,SRCH",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8648
Nephilim Assault Battle Armor (Seeker) [MG] (Sqd6),Nephilim Assault Battle Armor (Seeker),[MG] (Sqd6),Juggernaut,30,736,BA,1,2,"4""f",3,2,0,0,3,2,"CAR6,MAS,RCN,SRCH",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9012
Nephilim Assault Battle Armor (Support) (Sqd4),Nephilim Assault Battle Armor (Support),(Sqd4),Juggernaut,27,363,BA,1,2,"4""f",4,3,0,0,2,2,"CAR4,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4706
Nephilim Assault Battle Armor (Support) (Sqd5),Nephilim Assault Battle Armor (Support),(Sqd5),Juggernaut,31,488,BA,1,2,"4""f",4,3,0,0,3,2,"CAR5,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8649
Nephilim Assault Battle Armor (Support) (Sqd6),Nephilim Assault Battle Armor (Support),(Sqd6),Juggernaut,31,628,BA,1,2,"4""f",4,3,0,0,3,2,"CAR6,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9013
Nephilim Assault Battle Armor [Plasma] (Sqd4),Nephilim Assault Battle Armor,[Plasma] (Sqd4),Juggernaut,21,336,BA,1,2,"4""f",1,1,0,0,2,2,"CAR4,HT1/1/-,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,4707
Nephilim Assault Battle Armor [Plasma] (Sqd5),Nephilim Assault Battle Armor,[Plasma] (Sqd5),Juggernaut,25,493,BA,1,2,"4""f",1,1,0,0,3,2,"CAR5,HT1/1/-,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,8650
Nephilim Assault Battle Armor [Plasma] (Sqd6),Nephilim Assault Battle Armor,[Plasma] (Sqd6),Juggernaut,28,634,BA,1,2,"4""f",2,2,0,0,3,2,"CAR6,HT1/1/-,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png,9014
Ravager Assault Battle Armor (LRM) (Sqd4),Ravager Assault Battle Armor,(LRM) (Sqd4),Missile Boat,16,404,BA,1,2,"4""f",1,2,1,0,2,2,"CAR4,IF0*",https://i.ibb.co/zshhRrr/ravager-3085.png,6746
Ravager Assault Battle Armor (LRM) (Sqd5),Ravager Assault Battle Armor,(LRM) (Sqd5),Missile Boat,19,543,BA,1,2,"4""f",1,2,1,0,3,2,"CAR5,IF1",https://i.ibb.co/zshhRrr/ravager-3085.png,8801
Ravager Assault Battle Armor (LRM) (Sqd6),Ravager Assault Battle Armor,(LRM) (Sqd6),Missile Boat,22,699,BA,1,2,"4""f",2,2,1,0,4,2,"CAR6,IF1",https://i.ibb.co/zshhRrr/ravager-3085.png,9164
Ravager Assault Battle Armor (Sqd4),Ravager Assault Battle Armor,(Sqd4),Juggernaut,16,351,BA,1,2,"4""f",2,2,0,0,2,2,CAR4,https://i.ibb.co/zshhRrr/ravager-3085.png,2661
Ravager Assault Battle Armor (Sqd5),Ravager Assault Battle Armor,(Sqd5),Juggernaut,18,473,BA,1,2,"4""f",2,2,0,0,3,2,CAR5,https://i.ibb.co/zshhRrr/ravager-3085.png,8580
Ravager Assault Battle Armor (Sqd6),Ravager Assault Battle Armor,(Sqd6),Juggernaut,20,608,BA,1,2,"4""f",2,2,0,0,4,2,CAR6,https://i.ibb.co/zshhRrr/ravager-3085.png,8944
Shedu Assault Battle Armor (Capture Team) (Sqd4),Shedu Assault Battle Armor,(Capture Team) (Sqd4),Juggernaut,14,420,BA,1,2,"6""f",1,1,0,0,2,2,"BTAS2,CAR4",https://i.ibb.co/pJ7QzHd/shedu-3075.png,5041
Shedu Assault Battle Armor (Capture Team) (Sqd5),Shedu Assault Battle Armor,(Capture Team) (Sqd5),Juggernaut,16,566,BA,1,2,"6""f",1,1,0,0,3,2,"BTAS2,CAR5",https://i.ibb.co/pJ7QzHd/shedu-3075.png,8670
Shedu Assault Battle Armor (Capture Team) (Sqd6),Shedu Assault Battle Armor,(Capture Team) (Sqd6),Juggernaut,16,728,BA,1,2,"6""f",1,1,0,0,3,2,"BTAS2,CAR6",https://i.ibb.co/pJ7QzHd/shedu-3075.png,9034
Shedu Assault Battle Armor (PPC) (Sqd4),Shedu Assault Battle Armor,(PPC) (Sqd4),Juggernaut,17,360,BA,1,2,"6""f",3,2,0,0,2,2,CAR4,https://i.ibb.co/pJ7QzHd/shedu-3075.png,5042
Shedu Assault Battle Armor (PPC) (Sqd5),Shedu Assault Battle Armor,(PPC) (Sqd5),Juggernaut,20,485,BA,1,2,"6""f",3,2,0,0,3,2,CAR5,https://i.ibb.co/pJ7QzHd/shedu-3075.png,8671
