UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vehicle,SturmFeur Heavy Tank (Assault),SturmFeur Heavy Tank (Assault),!,SturmFeur Heavy Tank,(Assault),Sniper,54,2199,CV,4,85,"6""t",5,6,5,0,3T,11,AAAAAAAAAAA,5,SSSSS,+1,6,5,54,64,"CASE,ECM,IF2,SRCH,TUR(2/2/1, IF1)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2441,"LRM 20 - 3x5 @ 7/14/21
MML 9 - 2x5 @ 3/14/21
ER Medium Laser - 2x5 @ 4/8/12",LRM 20,3,5,7/14/21,MML 9,2,5,3/14/21,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,3x5,2x5,2x5,,,,,,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Word of Blake","Federated Commonwealth, Federated Suns, Word of Blake","Federated Suns, Word of Blake","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns"
Vehicle,SturmFeur Heavy Tank (Cell),SturmFeur Heavy Tank (Cell),!,SturmFeur Heavy Tank,(Cell),Missile Boat,47,1822,CV,4,85,"8""t",4,4,4,0,4T,11,AAAAAAAAAAA,5,SSSSS,+1,6,5,47,56,"CASE,FC,IF2,SRCH,TUR(2/2/2,IF1)",TUR,,,,,IF2,,,,,,,,,,"TUR, IF2",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2445,"Arrow IV - 1x20 @ 1/2/8
Thunderbolt 5 - 5x5 @ 6/12/18
ER Small Laser - 1x3 @ 2/4/5",Arrow IV,1,20,1/2/8,Thunderbolt 5,5,5,6/12/18,ER Small Laser,1,3,2/4/5,,,,,,,,,,,,,,,,,1x20,5x5,1x3,,,,,,,,,,,,,,,,
Vehicle,SturmFeur Heavy Tank (Heavy Gauss),SturmFeur Heavy Tank (Heavy Gauss),,SturmFeur Heavy Tank,(Heavy Gauss),Juggernaut,40,1711,CV,4,85,"6""t",3,4,2,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,6,5,40,48,"IF1,SRCH,TUR(1/2/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2442,"LRM 20 - 3x5 @ 7/14/21
ER Medium Laser - 2x5 @ 4/8/12
MML 9 - 2x5 @ 3/14/21",LRM 20,3,5,7/14/21,ER Medium Laser,2,5,4/8/12,MML 9,2,5,3/14/21,,,,,,,,,,,,,,,,,3x5,2x5,2x5,,,,,,Unknown,Unknown,"Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Circinus Federation, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Circinus Federation, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Mercenary, Periphery General","Mercenary, Periphery General"
Vehicle,SturmFeur Heavy Tank (SRM),SturmFeur Heavy Tank (SRM),!,SturmFeur Heavy Tank,(SRM),Juggernaut,41,1390,CV,4,85,"6""t",4,4,2,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,6,5,41,49,"EE,IF1,LRM1/1/1,SRCH,SRM2/2,TUR(3/3/-,SRM2/2)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2443,"LRM 15 - 2x5 @ 7/14/21
ER Medium Laser - 2x5 @ 4/8/12",LRM 15,2,5,7/14/21,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,2x5,2x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns",Federated Suns,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Vehicle,SturmFeur Heavy Tank (Steiner),SturmFeur Heavy Tank (Steiner),,SturmFeur Heavy Tank,(Steiner),Juggernaut,51,1685,CV,4,85,"6""t",5,5,3,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,6,5,51,61,"CASE,ECM,IF2,SRCH,TAG,TUR(4/4/2,IF1,TAG)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,9566,"LRM 15 - 2x5 @ 7/14/21
ER Medium Laser - 2x5 @ 4/8/12",LRM 15,2,5,7/14/21,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,2x5,2x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Filtvelt Coalition, Kell Hounds, Lyran Commonwealth, Mercenary, Wolf's Dragoons","Capellan Confederation, Draconis Combine, Federated Suns, Filtvelt Coalition, Fronc Reaches, Lyran Commonwealth, Mercenary, Taurian Concordat","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Mercenary, Taurian Concordat"
Vehicle,"SturmFeur Heavy Tank (Support) ""Gilmore""","SturmFeur Heavy Tank (Support) ""Gilmore""",,SturmFeur Heavy Tank,"(Support) ""Gilmore""",Missile Boat,53,1670,CV,4,85,"6""t",2,3,2,0,3T,11,AAAAAAAAAAA,5,SSSSS,+1,6,5,53,63,"ARTAIS-1,CASE,IF2,SRCH,TAG,TUR(2/3/2,IF2,TAG)",TUR,,,,,IF2,,,ARTAIS-1,,,,,,,"TUR, IF2, ARTAIS-1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,9567,"Medium Pulse Laser - 2x6 @ 2/4/6
LRM 10 - 1x5 @ 7/14/21",Medium Pulse Laser,2,6,2/4/6,LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,2x6,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Star League (Clan Wolf)"
Vehicle,SturmFeur Heavy Tank (WoB),SturmFeur Heavy Tank (WoB),,SturmFeur Heavy Tank,(WoB),Juggernaut,53,1578,CV,4,85,"6""t",5,5,3,0,3T,11,AAAAAAAAAAA,5,SSSSS,+1,6,5,53,63,"C3I,CASE,IF2,MHQ2,SRCH,TAG,TUR(4/4/2,IF1,TAG)",TUR,,,,,IF2,,,,,,,,,,"TUR, IF2",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,9568,"LRM 5 - 2x5 @ 7/14/21
Machine Gun - 2x2 @ 1/2/3
Streak SRM 2 - 4x2 @ 3/6/9",LRM 5,2,5,7/14/21,Machine Gun,2,2,1/2/3,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,2x5,2x2,4x2,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Republic of the Sphere","Federated Suns, Free Worlds League, Mercenary"
Vehicle,Stygian Strike Tank,Stygian Strike Tank,,Stygian Strike Tank,,Missile Boat,27,960,CV,2,40,"18""h",2,2,1,0,9H,3,AAA,2,SS,+3,6,5,27,32,"IF1,SRCH,TUR(1/1/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2444,"ATM 9 - 2x5 @ 5/10/15
AP Gauss Rifle - 2x3 @ 3/6/9",ATM 9,2,5,5/10/15,AP Gauss Rifle,2,3,3/6/9,,,,,,,,,,,,,,,,,,,,,2x5,2x3,,,,,,,Unknown,Unknown,"Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Circinus Federation, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Circinus Federation, Fronc Reaches, Inner Sphere General, Kell Hounds, Magistracy of Canopus, Marian Hegemony, Mercenary, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Mercenary, Periphery General","Mercenary, Periphery General"
Vehicle,Stygian Strike Tank (Armor),Stygian Strike Tank (Armor),,Stygian Strike Tank,(Armor),Missile Boat,30,1001,CV,2,40,"16""h",2,2,1,0,8H,4,AAAA,2,SS,+3,6,5,30,36,"IF1,SRCH,TUR(1/1/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,9569,"LRM 5 - 2x5 @ 7/14/21
Machine Gun - 2x2 @ 1/2/3
Streak SRM 4 - 6x2 @ 3/6/9",LRM 5,2,5,7/14/21,Machine Gun,2,2,1/2/3,Streak SRM 4,6,2,3/6/9,,,,,,,,,,,,,,,,,2x5,2x2,6x2,,,,,,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Magistracy of Canopus, Mercenary, Outworlds Alliance, Taurian Concordat, Wolf's Dragoons","IS Clan General, Kell Hounds, Mercenary, Periphery General, Raven Alliance, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Raven Alliance, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Raven Alliance, Wolf's Dragoons","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Raven Alliance, Wolf's Dragoons"
Vehicle,Stygian Strike Tank (WoB),Stygian Strike Tank (WoB),,Stygian Strike Tank,(WoB),Striker,30,714,CV,2,40,"18""h",2,2,1,0,9H,3,AAA,2,SS,+3,6,5,30,36,"C3I,IF1,MHQ2,SRCH,TUR(0*/1/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Svantovit Infantry Fighting Vehicle,Svantovit Infantry Fighting Vehicle,,Svantovit Infantry Fighting Vehicle,,Missile Boat,28,698,CV,1,35,"20""h",2,2,1,0,10H,2,AA,2,SS,+4,5,4,34,40,"CASE,IF1,IT5,SRCH,TUR(1/1/-)",TUR,,,,,IF1,IT5,,,,,,,,,"TUR, IF1, IT5",https://i.ibb.co/M5K2C2f/rhino-3050u.png,4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,"Svantovit Infantry Fighting Vehicle (ATM) ""Masada""","Svantovit Infantry Fighting Vehicle (ATM) ""Masada""",,Svantovit Infantry Fighting Vehicle,"(ATM) ""Masada""",Striker,28,988,CV,1,35,"22""h",3,2,1,0,11H,2,AA,2,SS,+4,5,4,34,40,"CASE,IT5,SRCH,TUR(3/2/1)",TUR,,,,,,IT5,,,,,,,,,"TUR, IT5",https://i.ibb.co/M5K2C2f/rhino-3050u.png,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Mercenary, Periphery General, Republic of the Sphere",Extinct,Extinct
Vehicle,Svantovit Infantry Fighting Vehicle (Original),Svantovit Infantry Fighting Vehicle (Original),,Svantovit Infantry Fighting Vehicle,(Original),Striker,34,889,CV,1,35,"20""h",3,3,1,0,10H,2,AA,2,SS,+4,5,4,41,48,"CASE,IF1,IT3,SRCH,TUR(2/2/-)",TUR,,,,,IF1,IT3,,,,,,,,,"TUR, IF1, IT3",https://i.ibb.co/M5K2C2f/rhino-3050u.png,7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Star League Regular, Unique",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Vehicle,Swift Wind Scout Car,Swift Wind Scout Car,,Swift Wind Scout Car,,Scout,12,83,CV,1,8,"20""w",0,0,0,0,10W,1,A,1,S,+4,6,5,12,14,"CT0.5,ENE,MHQ2,RCN,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/M5K2C2f/rhino-3050u.png,2685,"SRM 2 - 2x2 @ 3/6/9
ER Medium Laser - 1x5 @ 4/8/12",SRM 2,2,2,3/6/9,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,2x2,1x5,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Mercenary, Periphery General, Republic of the Sphere",Extinct,Extinct
Vehicle,Swift Wind Scout Car (ICE - Cargo),Swift Wind Scout Car (ICE - Cargo),,Swift Wind Scout Car,(ICE - Cargo),Scout,7,81,CV,1,8,"16""w",0,0,0,0,8W,1,A,1,S,+3,6,5,7,8,"CT3,EE,ENE,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/M5K2C2f/rhino-3050u.png,7691,"Flamer - 1x2 @ 1/2/3
Medium Laser - 2x5 @ 3/6/9",Flamer,1,2,1/2/3,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,2x5,,,,,,,Unknown,Clan Coyote,Clan Coyote,Clan Coyote,Extinct,Extinct,"Pirates, Society",Unknown,Unknown,Unknown,Unknown
Vehicle,Swift Wind Scout Car (ICE - Speed),Swift Wind Scout Car (ICE - Speed),,Swift Wind Scout Car,(ICE - Speed),Scout,5,39,CV,1,8,"22""w",0,0,0,0,11W,0,,1,S,+4,6,5,5,6,"CT3,EE,ENE,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2815,"Rocket Launcher 10 - 3x5 @ 5/10/15
ER Medium Laser - 1x5 @ 4/8/12",Rocket Launcher 10,3,5,5/10/15,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,3x5,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Swift Wind Scout Car (ICE),Swift Wind Scout Car (ICE),,Swift Wind Scout Car,(ICE),Scout,12,83,CV,1,8,"20""w",0,0,0,0,10W,1,A,1,S,+4,6,5,12,14,"EE,ENE,MHQ2,RCN,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2816,"SRM 2 - 2x2 @ 3/6/9
Medium Laser - 1x5 @ 3/6/9",SRM 2,2,2,3/6/9,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,2x2,1x5,,,,,,,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Tamerlane Strike Sled,Tamerlane Strike Sled,,Tamerlane Strike Sled,,Scout,18,403,CV,1,20,"24""h",1,1,0,0,12H,2,AA,1,S,+4,6,5,18,22,"SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2817,"Medium Pulse Laser - 2x6 @ 2/4/6
Light Machine Gun - 2x1 @ 2/4/6",Medium Pulse Laser,2,6,2/4/6,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,2x6,2x1,,,,,,,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Tamerlane Strike Sled (Flamer),Tamerlane Strike Sled (Flamer),,Tamerlane Strike Sled,(Flamer),Scout,19,436,CV,1,20,"24""h",2,1,0,0,12H,2,AA,1,S,+4,6,5,19,23,"ENE,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2818,"Arrow IV - 2x20 @ 1/2/8
Light Machine Gun - 1x1 @ 2/4/6",Arrow IV,2,20,1/2/8,Light Machine Gun,1,1,2/4/6,,,,,,,,,,,,,,,,,,,,,2x20,1x1,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Tamerlane Strike Sled (RL),Tamerlane Strike Sled (RL),,Tamerlane Strike Sled,(RL),Scout,19,484,CV,1,20,"24""h",1,1,0,0,12H,2,AA,1,S,+4,6,5,19,23,"ENE,REAR0*/0*/0*,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2819,"Light Machine Gun - 2x1 @ 2/4/6
Ultra AC/10 - 2x10 @ 6/12/18
Arrow IV - 1x20 @ 1/2/8",Light Machine Gun,2,1,2/4/6,Ultra AC/10,2,10,6/12/18,Arrow IV,1,20,1/2/8,,,,,,,,,,,,,,,,,2x1,2x10,1x20,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Tamerlane Strike Sled 2,Tamerlane Strike Sled 2,,Tamerlane Strike Sled,2,Scout,18,359,CV,1,20,"24""h",1,1,0,0,12H,2,AA,1,S,+4,6,5,18,22,"SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/5RNHpBX/schiltron-3060.png,2820,ER Small Laser - 2x3 @ 2/4/5,ER Small Laser,2,3,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,2x3,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Tenmaku Command Trailer,Tenmaku Command Trailer,,Tenmaku Command Trailer,,Juggernaut,42,0,CV,3,75,"0""w",2,2,0,0,0W,10,AAAAAAAAAA,4,SSSS,0,6,5,41,49,"AMS,C3M2,CASE,CT5,ECM,HTC,IT8,MHQ20,RCN,SRCH,TAG,TUR(AMS)",TUR,AMS,,ECM,,,IT8,,,,HQ,,,,,"TUR, AMS, ECM, IT8, HQ",https://i.ibb.co/5RNHpBX/schiltron-3060.png,2821,Medium Laser - 2x5 @ 3/6/9,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
