Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Schiltron Mobile Fire-Support Platform D,Schiltron Mobile Fire-Support Platform,D,Juggernaut,46,1603,CV,4,80,"6""w",5,6,2,0,6,4,"C3M,ECM,IF1,MHQ5,OMNI,SRCH,TAG,TUR(5/5/-)",https://i.ibb.co/5RNHpBX/schiltron-3060.png,2818,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Schiltron Mobile Fire-Support Platform E,Schiltron Mobile Fire-Support Platform,E,Missile Boat,42,1120,CV,4,80,"6""w",5,4,2,0,6,4,"AC2/2/-,C3M,ECM,IF2,LRM-/1/2,MHQ5,OMNI,SRCH,SRM3/1,TAG,TUR(2/2/-,AC2/2/-)",https://i.ibb.co/5RNHpBX/schiltron-3060.png,2819,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Schiltron Mobile Fire-Support Platform F,Schiltron Mobile Fire-Support Platform,F,Missile Boat,52,1466,CV,4,80,"6""w",5,6,5,0,6,4,"C3M,ECM,IF4,MHQ5,OMNI,SRCH,TAG,TUR(3/3/3,IF2)",https://i.ibb.co/5RNHpBX/schiltron-3060.png,2820,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Schiltron Mobile Fire-Support Platform Prime,Schiltron Mobile Fire-Support Platform,Prime,Missile Boat,55,1434,CV,4,80,"6""w",3,1,0,0,6,4,"ARTAIS-2,C3M,ECM,MHQ5,OMNI,SRCH,TAG,TUR(3/1/-)",https://i.ibb.co/5RNHpBX/schiltron-3060.png,2821,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Free Worlds League, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Rasalhague Republic, Free Worlds League, Kell Hounds, Mercenary, Wolf's Dragoons, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Oriente Protectorate), Mercenary, Rasalhague Dominion, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Mercenary, Rasalhague Dominion, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Schrek AC Carrier  ,Schrek AC Carrier, ,Sniper,24,773,CV,4,80,"6""t",3,2,2,0,5,4,"AC1/2/2,EE,SRCH,TUR(2/2/2,AC1/2/2)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,2822,,,,,,,,,,,
Schrek AC Carrier (Lothian),Schrek AC Carrier,(Lothian),Sniper,32,1005,CV,4,80,"4""t",5,5,5,0,5,4,"EE,SRCH,TUR(5/5/5)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,9477,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Mercenary, Periphery General","Mercenary, Periphery General"
Schrek Gauss Carrier  ,Schrek Gauss Carrier, ,Sniper,29,1203,CV,4,80,"6""t",2,3,3,0,5,4,"ECM,SRCH,STL,TUR(2/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,9478,,,,,,,,,,,
Schrek PPC Carrier  ,Schrek PPC Carrier, ,Sniper,25,935,CV,4,80,"6""t",3,3,3,0,4,4,"ENE,SRCH,TUR(3/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,2827,,,,,,,,,,,
Schrek PPC Carrier (Anti-Infantry),Schrek PPC Carrier,(Anti-Infantry),Sniper,23,881,CV,4,80,"6""t",3,3,3,0,3,4,"SRCH,TUR(3/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,2824,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Extinct,Extinct,Extinct
Schrek PPC Carrier (Armor),Schrek PPC Carrier,(Armor),Sniper,27,1040,CV,4,80,"6""t",3,3,3,0,5,4,"ENE,SRCH,TUR(3/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,2825,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Suns, Free Worlds League, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons, Word of Blake","Clan Nova Cat, Inner Sphere General, Magistracy of Canopus, Mercenary, Rasalhague Dominion, Raven Alliance","Clan Nova Cat, Inner Sphere General, Magistracy of Canopus, Mercenary, Rasalhague Dominion, Raven Alliance","Clan Nova Cat, Inner Sphere General, Magistracy of Canopus, Mercenary, Rasalhague Dominion, Raven Alliance","Clan Protectorate, Inner Sphere General, Magistracy of Canopus, Mercenary, Rasalhague Dominion, Raven Alliance, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Schrek PPC Carrier (C3M),Schrek PPC Carrier,(C3M),Sniper,34,993,CV,4,80,"6""t",2,3,3,0,4,4,"AMS,C3M,ECM,MHQ5,SRCH,TAG,TUR(2/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,2826,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Suns, Free Worlds League, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons, Word of Blake","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary"
Schrek PPC Carrier (LB-X),Schrek PPC Carrier,(LB-X),Sniper,32,1258,CV,4,80,"6""t",3,3,3,0,7,4,"CASE,CR,FLK1/1/1,SRCH,TUR(3/3/3,FLK1/1/1)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,9479,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Draconis Combine,Draconis Combine,"Draconis Combine, Mercenary"
Schrek PPC Carrier (XL),Schrek PPC Carrier,(XL),Sniper,28,1074,CV,4,80,"8""t",3,3,3,0,5,4,"ENE,SRCH,TUR(3/3/3)",https://i.ibb.co/VCFNWGc/schrek-ppc-carrier-rg.png,9480,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Word of Blake","Capellan Confederation, Draconis Combine, Word of Blake","Capellan Confederation, Draconis Combine, Mercenary, Word of Blake","Capellan Confederation, Draconis Combine, Free Worlds League (Duchy of Andurien), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Magistracy of Canopus, Mercenary, Republic of the Sphere, Taurian Concordat","Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat","Inner Sphere General, Magistracy of Canopus, Mercenary, Taurian Concordat","Inner Sphere General, Mercenary, Periphery General"
Sniper Artillery  ,Sniper Artillery, ,Missile Boat,38,895,CV,4,80,"6""t",1,1,0,0,6,4,"AMP,ARTS-1,CASE,HTC,MHQ4,RCN,SRCH,TUR(0*/-/-)",https://i.ibb.co/NSgYcZc/sniper-sniper.png,6327,,,,,,,,,,,
Bulwark Assault Vehicle  ,Bulwark Assault Vehicle, ,Sniper,38,1737,CV,4,85,"8""t",3,4,4,0,8,5,"SRCH,TUR(2/2/2)",https://i.ibb.co/QC7sZNM/bulwark-3145.jpg,6498,,,,,,,,,,,
Bulwark Assault Vehicle (Original),Bulwark Assault Vehicle,(Original),Sniper,35,1681,CV,4,85,"8""t",3,4,3,0,7,5,"SRCH,TUR(2/2/2)",https://i.ibb.co/QC7sZNM/bulwark-3145.jpg,6499,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League, Mercenary","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary","Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary","Free Worlds League, Free Worlds League (Duchy of Andurien), Mercenary"
Glory Heavy Fire Support Vehicle  ,Glory Heavy Fire Support Vehicle, ,Missile Boat,43,1686,CV,4,85,"6""t",4,5,3,0,8,5,"ECM,IF2,SRCH,TUR(3/4/3,IF2)",https://i.ibb.co/hmG1956/glory-3067.png,4219,,,,,,,,,,,
Glory Heavy Fire Support Vehicle (3090 Upgrade),Glory Heavy Fire Support Vehicle,(3090 Upgrade),Juggernaut,57,1980,CV,4,85,"6""t",5,6,3,0,10,5,"C3S,CASE,ECM,IF2,MHQ1,PRB,RCN,SRCH,TUR(4/5/3,IF2)",https://i.ibb.co/hmG1956/glory-3067.png,6803,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Glory Heavy Fire Support Vehicle (Arrow IV),Glory Heavy Fire Support Vehicle,(Arrow IV),Missile Boat,49,1704,CV,4,85,"6""t",3,3,0,0,10,5,"ARTAIS-1,CASE,ECM,SRCH,TUR(2/2/-,ARTAIS-1)",https://i.ibb.co/hmG1956/glory-3067.png,5739,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Glory Heavy Fire Support Vehicle (Light Gauss),Glory Heavy Fire Support Vehicle,(Light Gauss),Missile Boat,40,1452,CV,4,85,"6""t",2,4,4,0,8,5,"ECM,IF2,SRCH,TUR(2/4/4,IF2)",https://i.ibb.co/hmG1956/glory-3067.png,4218,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns",Federated Suns,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
"Huitzilopochtli Assault Tank ""Huey""  ","Huitzilopochtli Assault Tank ""Huey""", ,Missile Boat,48,1132,CV,4,85,"4""t",4,3,1,0,3,5,"ARTAC-2,CASE,ECM,EE,SRCH,TUR(3/3/-)",https://i.ibb.co/f8qh4XD/huitzilopochtli-3060.png,1551,,,,,,,,,,,
"Huitzilopochtli Assault Tank ""Huey"" (AAA)","Huitzilopochtli Assault Tank ""Huey""",(AAA),Missile Boat,52,1454,CV,4,85,"4""t",4,3,3,0,4,5,"ARTAC-2,CASE,ECM,FC,FLK3/2/2,SRCH,TUR(3/3/3,FLK3/2/2)",https://i.ibb.co/f8qh4XD/huitzilopochtli-3060.png,1550,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Ghost Bear,"Clan Hell's Horses, Rasalhague Dominion, Raven Alliance","Clan Hell's Horses, Rasalhague Dominion, Raven Alliance","Clan Hell's Horses, Rasalhague Dominion, Raven Alliance","Clan Hell's Horses, Rasalhague Dominion, Raven Alliance"
"Huitzilopochtli Assault Tank ""Huey"" (LRM)","Huitzilopochtli Assault Tank ""Huey""",(LRM),Missile Boat,50,1567,cv,4,85,"4""t",8,8,5,0,6,5,"CASE,CR,ECM,EE,IF2,SRCH,TUR(3/3/-)",https://i.ibb.co/f8qh4XD/huitzilopochtli-3060.png,8042,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Clan Jade Falcon, Star League (Clan Jade Falcon)"
"Huitzilopochtli Assault Tank ""Huey"" (Streak)","Huitzilopochtli Assault Tank ""Huey""",(Streak),Sniper,44,1520,cv,4,85,"4""t",7,7,4,0,6,5,"CASE,CR,ECM,EE,SRCH, TUR(3/3/-)",https://i.ibb.co/f8qh4XD/huitzilopochtli-3060.png,8043,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Clan Jade Falcon, Star League (Clan Jade Falcon)"
Mauna Kea Command Vessel  ,Mauna Kea Command Vessel, ,Missile Boat,32,872,CV,4,85,"6""n",3,2,1,0,8,5,"AC1/1/-,CT8,EE,IF1,MHQ1,REAR0*/-/-,SRCH,TUR(2/2/1,AC1/1/-,IF1)",https://i.ibb.co/Q8G0r1c/mauna-kea-3075.png,2113,,,,,,,,,,,
Mauna Kea Command Vessel (LB-X),Mauna Kea Command Vessel,(LB-X),Missile Boat,33,932,CV,4,85,"6""n",3,2,2,0,8,5,"CT8,EE,FLK1/1/1,IF1,MHQ1,REAR0*/-/-,SRCH,TUR(1/2/2,FLK1/1/1,IF1)",https://i.ibb.co/Q8G0r1c/mauna-kea-3075.png,2110,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Free Worlds League,Free Worlds League (Oriente Protectorate),Free Worlds League (Oriente Protectorate),"Free Worlds League, Free Worlds League (Oriente Protectorate)",Free Worlds League
Mauna Kea Command Vessel (LRM),Mauna Kea Command Vessel,(LRM),Missile Boat,36,1005,CV,4,85,"6""n",3,3,2,0,8,5,"AC1/1/-,EE,IF2,LRM1/2/2,MHQ1,REAR0*/-/-,SRCH,TUR(2/2/1,AC1/1/-,IF1)",https://i.ibb.co/Q8G0r1c/mauna-kea-3075.png,2111,"Inner Sphere General, Periphery General, Star League General","ComStar, Inner Sphere General, Mercenary, Periphery General","ComStar, Inner Sphere General, Mercenary, Periphery General","ComStar, Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance"
Mauna Kea Command Vessel (LRT),Mauna Kea Command Vessel,(LRT),Missile Boat,32,872,CV,4,85,"6""n",3,2,1,0,8,5,"AC1/1/-,EE,IF1,MHQ1,REAR0*/-/-,SRCH,TOR0*/1/1,TUR(1/1/1,AC1/1/-,IF1)",https://i.ibb.co/Q8G0r1c/mauna-kea-3075.png,2112,"Inner Sphere General, Periphery General, Star League General","ComStar, Inner Sphere General, Mercenary, Periphery General","ComStar, Inner Sphere General, Mercenary, Periphery General","ComStar, Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance"
Palmoni Assault Infantry Fighting Vehicle  ,Palmoni Assault Infantry Fighting Vehicle, ,Juggernaut,36,1116,CV,4,85,"6""t",3,3,1,0,7,5,"AMS,C3I,IF1,IT8,MHQ2,REAR0*/0*/-,SRCH,TUR(3/3/1,AMS,IF1)",https://i.ibb.co/59qvfvy/palmoni-3085.png,2411,,,,,,,,,,,
SturmFeur Heavy Tank  ,SturmFeur Heavy Tank, ,Missile Boat,36,1400,CV,4,85,"6""t",2,2,2,0,10,5,"EE,IF2,LRM1/2/2,SRCH,TUR(1/1/1,LRM1/1/1,IF1)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,3115,,,,,,,,,,,
SturmFeur Heavy Tank (Assault),SturmFeur Heavy Tank,(Assault),Sniper,54,2199,CV,4,85,"6""t",5,6,5,0,11,5,"CASE,ECM,IF2,SRCH,TUR(2/2/1, IF1)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,9372,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,Lyran Commonwealth
SturmFeur Heavy Tank (Cell),SturmFeur Heavy Tank,(Cell),Missile Boat,47,1822,CV,4,85,"8""t",4,4,4,0,11,5,"CASE,FC,IF2,SRCH,TUR(2/2/2,IF1)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,9370,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth","Federated Suns, Lyran Commonwealth, Mercenary"
SturmFeur Heavy Tank (Heavy Gauss),SturmFeur Heavy Tank,(Heavy Gauss),Juggernaut,40,1711,CV,4,85,"6""t",3,4,2,0,10,5,"IF1,SRCH,TUR(1/2/1,IF1)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,3113,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Lyran Alliance","Clan Wolf (in Exile), Lyran Alliance","Clan Wolf (in Exile), Free Worlds League (Regulan Fiefs), Lyran Commonwealth","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth, Star League (Clan Wolf), Tamar Pact, Vesper Marches"
SturmFeur Heavy Tank (SRM),SturmFeur Heavy Tank,(SRM),Juggernaut,41,1390,CV,4,85,"6""t",4,4,2,0,10,5,"EE,IF1,LRM1/1/1,SRCH,SRM2/2,TUR(3/3/-,SRM2/2)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,3114,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth","Federated Commonwealth, Federated Suns, Lyran Alliance, Lyran Commonwealth, Mercenary, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Lyran Commonwealth",Extinct,Extinct,Extinct
SturmFeur Heavy Tank (Steiner),SturmFeur Heavy Tank,(Steiner),Juggernaut,51,1685,CV,4,85,"6""t",5,5,3,0,10,5,"CASE,ECM,IF2,SRCH,TAG,TUR(4/4/2,IF1,TAG)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,9371,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact, Vesper Marches"
"SturmFeur Heavy Tank (Support) ""Gilmore""",SturmFeur Heavy Tank,"(Support) ""Gilmore""",Missile Boat,53,1670,CV,4,85,"6""t",2,3,2,0,11,5,"ARTAIS-1,CASE,IF2,SRCH,TAG,TUR(2/3/2,IF2,TAG)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,9373,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lyran Commonwealth, Mercenary","Federated Suns, Free Worlds League (Regulan Fiefs), Lyran Commonwealth, Mercenary","Federated Suns, Free Worlds League, Free Worlds League (Regulan Fiefs), Lyran Commonwealth, Mercenary","Federated Suns, Free Worlds League, Lyran Commonwealth, Mercenary"
SturmFeur Heavy Tank (WoB),SturmFeur Heavy Tank,(WoB),Juggernaut,53,1578,CV,4,85,"6""t",5,5,3,0,11,5,"C3I,CASE,IF2,MHQ2,SRCH,TAG,TUR(4/4/2,IF1,TAG)",https://i.ibb.co/WPQN1Cn/sturmfeur-heavy-tank-rg.png,6967,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Trajan Assault Infantry Fighting Vehicle  ,Trajan Assault Infantry Fighting Vehicle, ,Juggernaut,37,1182,CV,4,85,"6""t",3,3,1,0,7,5,"AMS,C3S,ECM,IF1,IT8,MHQ1,REAR0*/0*/-,SRCH,TUR(3/3/1,IF1)",https://i.ibb.co/R64b6c7/trajan-3085.png,3282,,,,,,,,,,,
Trajan Assault Infantry Fighting Vehicle (ICE),Trajan Assault Infantry Fighting Vehicle,(ICE),Juggernaut,32,1043,CV,4,85,"6""t",3,3,1,0,7,5,"AMS,EE,IF1,IT8,REAR0*/0*/-,SRCH,TUR(2/3/1,IF1)",https://i.ibb.co/R64b6c7/trajan-3085.png,3281,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,"Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Ajax Assault Tank (Sealed),Ajax Assault Tank,(Sealed),Missile Boat,47,1551,CV,4,90,"6""t",4,3,2,0,10,5,"C3S,CASE,ECM,IF1,MHQ1,SEAL,SRCH,TOR1/1/-,TUR(4/3/2,IF1,TOR1/1/-)",https://i.ibb.co/JpG0qtW/ajax-3067.png,21,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Ajax Assault Tank A,Ajax Assault Tank,A,Juggernaut,53,2042,CV,4,90,"6""t",7,7,0,0,10,5,"C3S,CASE,ECM,MHQ1,OMNI,SRCH,TUR(7/7/-)",https://i.ibb.co/JpG0qtW/ajax-3067.png,3688,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","ComStar, Federated Suns","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Ajax Assault Tank B,Ajax Assault Tank,B,Missile Boat,56,1706,CV,4,90,"6""t",3,5,5,0,10,5,"C3M,CASE,IF4,MHQ5,OMNI,SRCH,TAG,TUR(3/5/5,IF4)",https://i.ibb.co/JpG0qtW/ajax-3067.png,3689,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","ComStar, Federated Suns","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
